order_id,customer_id,order_ts,region,status,quantity,unit_price,discount,net_amount
ORD-000064,CUST-4501,2025-01-08 18:36:40,west,shipped,4,118.82,15,460.28
ORD-000059,CUST-1027,2025-01-08 18:55:46,south,delivered,3,25.43,5,71.29
ORD-000060,CUST-6409,2025-01-08 22:41:18,east,created,4,31.44,15,110.76
ORD-000068,CUST-1090,2025-01-09 03:52:50,west,shipped,2,49.68,15,84.36
ORD-000067,CUST-4185,2025-01-09 13:58:48,west,returned,4,223.24,10,882.96
ORD-000069,CUST-9486,2025-01-09 16:54:49,north,shipped,2,203.97,15,392.94
ORD-000066,CUST-5011,2025-01-09 17:17:57,north,returned,2,49.63,0,99.26
ORD-000072,CUST-5543,2025-01-09 18:58:47,west,shipped,4,120.77,0,483.08
ORD-000071,CUST-7991,2025-01-09 19:56:50,west,shipped,5,206.53,10,1022.65
ORD-000070,CUST-9702,2025-01-09 20:20:59,east,returned,1,122.27,5,117.27
ORD-000079,CUST-9751,2025-01-10 00:58:54,west,created,2,212.52,0,425.04
ORD-000080,CUST-8564,2025-01-10 06:36:59,north,delivered,1,166.05,0,166.05
ORD-000073,CUST-4841,2025-01-10 09:53:34,east,delivered,4,33.21,0,132.84
ORD-000074,CUST-4788,2025-01-10 13:56:45,south,shipped,5,33.94,0,169.7
ORD-000078,CUST-1475,2025-01-10 14:09:28,east,returned,2,79.14,5,153.28
ORD-000077,CUST-7389,2025-01-10 15:15:21,south,returned,1,236.54,0,236.54
ORD-000075,CUST-9890,2025-01-10 16:57:49,west,created,1,112.49,0,112.49
ORD-000076,CUST-1320,2025-01-10 20:57:36,west,returned,2,210.73,5,416.46
ORD-000083,CUST-1659,2025-01-11 01:07:47,south,shipped,2,167.78,15,320.56
ORD-000087,CUST-4978,2025-01-11 03:42:36,east,created,2,32.86,15,50.72
ORD-000081,CUST-6529,2025-01-11 13:48:12,east,returned,3,64.74,0,194.22
ORD-000088,CUST-9728,2025-01-11 15:35:48,east,created,5,198.92,0,994.6
ORD-000090,CUST-3506,2025-01-11 15:51:20,south,delivered,3,164.36,5,488.08
ORD-000084,CUST-3068,2025-01-11 17:14:30,north,shipped,1,161.01,0,161.01
ORD-000089,CUST-7882,2025-01-11 17:50:51,north,returned,5,167.17,0,835.85
ORD-000082,CUST-1317,2025-01-11 19:38:22,north,delivered,3,211.2,5,628.6
ORD-000086,CUST-6111,2025-01-11 20:57:50,west,returned,3,40.4,0,121.2
ORD-000085,CUST-3749,2025-01-11 22:03:35,north,shipped,4,179.37,0,717.48
ORD-000099,CUST-6169,2025-01-12 04:21:10,south,shipped,2,43.35,0,86.7
ORD-000102,CUST-5786,2025-01-12 04:35:51,west,created,3,25.7,0,77.1
ORD-000098,CUST-8434,2025-01-12 09:51:49,east,delivered,5,92.74,15,448.7
ORD-000096,CUST-2524,2025-01-12 10:42:46,south,returned,4,120.32,0,481.28
ORD-000101,CUST-3939,2025-01-12 11:00:18,north,shipped,2,84.62,0,169.24
ORD-000091,CUST-5397,2025-01-12 11:44:05,south,created,4,124.25,15,482.0
ORD-000097,CUST-7046,2025-01-12 17:13:51,east,returned,2,86.96,10,163.92
ORD-000093,CUST-3979,2025-01-12 17:45:04,south,delivered,1,131.16,0,131.16
ORD-000095,CUST-9004,2025-01-12 20:12:48,south,returned,1,71.72,5,66.72
ORD-000094,CUST-5526,2025-01-12 20:14:08,north,shipped,3,94.98,10,274.94
ORD-000092,CUST-8613,2025-01-12 20:44:51,west,delivered,3,222.18,0,666.54
ORD-000100,CUST-9595,2025-01-12 21:43:42,east,created,2,188.57,0,377.14
ORD-000104,CUST-2869,2025-01-13 02:22:44,west,returned,3,236.15,5,703.45
ORD-000105,CUST-1878,2025-01-13 05:31:27,south,delivered,1,150.6,15,135.6
ORD-000103,CUST-8216,2025-01-13 12:24:17,south,created,5,81.82,5,404.1
ORD-000106,CUST-7818,2025-01-13 22:04:31,south,returned,1,248.57,0,248.57
ORD-000112,CUST-2169,2025-01-14 02:10:16,south,delivered,2,228.48,0,456.96
ORD-000108,CUST-2330,2025-01-14 05:43:05,south,shipped,2,162.0,0,324.0
ORD-000117,CUST-5557,2025-01-14 06:36:28,west,returned,4,136.96,5,542.84
ORD-000116,CUST-1339,2025-01-14 09:48:45,north,shipped,1,68.8,15,53.8
ORD-000107,CUST-8025,2025-01-14 11:07:06,north,created,4,84.88,10,329.52
ORD-000111,CUST-4241,2025-01-14 15:28:43,north,shipped,3,200.14,15,585.42
ORD-000113,CUST-5728,2025-01-14 15:59:20,north,returned,5,191.01,10,945.05
ORD-000109,CUST-7693,2025-01-14 16:24:08,west,delivered,5,32.64,0,163.2
ORD-000110,CUST-5632,2025-01-14 16:31:50,north,shipped,1,69.4,15,54.4
ORD-000114,CUST-9199,2025-01-14 19:39:36,west,returned,3,179.44,0,538.32
ORD-000115,CUST-6280,2025-01-14 21:58:49,east,created,1,155.54,5,150.54
ORD-000118,CUST-6260,2025-01-15 03:48:30,south,delivered,4,96.77,0,387.08
ORD-000122,CUST-3146,2025-01-15 10:29:12,west,returned,1,62.84,10,52.84
ORD-000120,CUST-2899,2025-01-15 14:42:56,north,returned,1,88.91,0,88.91
ORD-000119,CUST-7561,2025-01-15 20:01:42,north,returned,4,178.01,0,712.04
ORD-000121,CUST-6927,2025-01-15 22:40:09,west,returned,4,27.74,10,100.96
ORD-000123,CUST-4920,2025-01-16 05:45:58,east,created,1,243.69,10,233.69
ORD-000125,CUST-9337,2025-01-16 09:57:18,west,returned,4,234.17,0,936.68
ORD-000126,CUST-3369,2025-01-16 13:57:57,south,shipped,4,72.28,10,279.12
ORD-000124,CUST-2858,2025-01-16 16:48:02,north,shipped,5,110.88,0,554.4
ORD-000127,CUST-6568,2025-01-16 18:29:10,east,created,1,79.92,5,74.92
ORD-000130,CUST-7730,2025-01-17 01:35:20,east,returned,2,149.37,0,298.74
ORD-000133,CUST-3529,2025-01-17 02:43:27,west,delivered,1,184.77,5,179.77
ORD-000128,CUST-9022,2025-01-17 05:24:36,west,returned,3,211.81,10,625.43
ORD-000135,CUST-2121,2025-01-17 08:32:51,east,shipped,4,220.01,0,880.04
ORD-000134,CUST-2315,2025-01-17 11:57:45,west,delivered,3,161.47,5,479.41
ORD-000132,CUST-2644,2025-01-17 16:01:51,north,returned,5,241.86,0,1209.3
ORD-000129,CUST-7180,2025-01-17 16:34:42,east,shipped,3,93.12,10,269.36
ORD-000131,CUST-3492,2025-01-17 18:02:03,north,shipped,4,105.73,15,407.92
ORD-000140,CUST-5183,2025-01-18 00:20:31,west,delivered,4,164.91,5,654.64
ORD-000138,CUST-3950,2025-01-18 06:11:20,south,created,2,72.39,5,139.78
ORD-000137,CUST-5806,2025-01-18 13:03:04,east,returned,1,25.81,0,25.81
ORD-000136,CUST-2646,2025-01-18 16:09:13,south,delivered,4,244.91,15,964.64
ORD-000139,CUST-4945,2025-01-18 18:07:10,south,shipped,5,219.65,10,1088.25
ORD-000152,CUST-7086,2025-01-19 03:56:41,south,returned,5,104.54,15,507.7
ORD-000147,CUST-2476,2025-01-19 10:44:40,east,returned,5,100.74,0,503.7
ORD-000143,CUST-5847,2025-01-19 10:44:56,north,returned,4,149.4,10,587.6
ORD-000146,CUST-1645,2025-01-19 11:14:52,west,created,2,162.64,15,310.28
ORD-000149,CUST-5835,2025-01-19 12:19:56,north,returned,3,229.8,5,684.4
ORD-000151,CUST-3024,2025-01-19 16:33:29,east,delivered,4,18.27,10,63.08
ORD-000142,CUST-7302,2025-01-19 17:35:35,north,shipped,4,213.65,0,854.6
ORD-000148,CUST-6994,2025-01-19 19:19:39,east,shipped,2,62.19,10,114.38
ORD-000150,CUST-7511,2025-01-19 20:17:28,east,created,1,48.08,0,48.08
ORD-000144,CUST-1803,2025-01-19 22:04:42,west,delivered,3,16.9,15,35.7
ORD-000145,CUST-4588,2025-01-19 23:10:42,south,delivered,2,157.66,0,315.32
ORD-000141,CUST-5901,2025-01-19 23:15:46,west,delivered,2,32.36,0,64.72
ORD-000155,CUST-2902,2025-01-20 03:32:19,south,shipped,1,86.53,5,81.53
ORD-000154,CUST-7689,2025-01-20 04:14:52,south,created,4,228.71,0,914.84
ORD-000156,CUST-9850,2025-01-20 15:15:35,south,returned,4,121.61,15,471.44
ORD-000153,CUST-6374,2025-01-20 22:12:44,south,created,5,222.8,10,1104.0
ORD-000159,CUST-8450,2025-01-21 03:20:15,south,created,4,79.83,0,319.32
ORD-000161,CUST-4817,2025-01-21 11:57:44,south,created,5,63.68,0,318.4
ORD-000158,CUST-2627,2025-01-21 13:22:27,east,created,4,238.38,0,953.52
ORD-000157,CUST-1536,2025-01-21 13:29:26,south,returned,4,159.68,0,638.72
ORD-000160,CUST-3063,2025-01-21 20:33:20,south,created,1,199.9,0,199.9
ORD-000163,CUST-6304,2025-01-22 00:34:28,south,delivered,2,18.49,0,36.98
ORD-000166,CUST-1510,2025-01-22 02:12:52,west,returned,5,85.88,15,414.4
ORD-000167,CUST-8267,2025-01-22 02:40:32,north,delivered,4,176.23,5,699.92
ORD-000164,CUST-9619,2025-01-22 04:08:16,north,returned,1,44.79,5,39.79
ORD-000162,CUST-5106,2025-01-22 06:21:11,north,created,2,247.07,10,484.14
ORD-000165,CUST-2786,2025-01-22 16:27:25,south,created,4,197.83,10,781.32
ORD-000169,CUST-9282,2025-01-22 22:02:34,west,created,5,139.68,5,693.4
ORD-000168,CUST-5505,2025-01-22 22:43:50,east,returned,5,49.86,0,249.3
ORD-000174,CUST-7929,2025-01-23 01:52:23,east,delivered,1,111.54,15,96.54
ORD-000171,CUST-7815,2025-01-23 03:27:43,east,returned,3,209.44,5,623.32
ORD-000173,CUST-7105,2025-01-23 04:44:14,north,delivered,1,36.91,0,36.91
ORD-000170,CUST-8046,2025-01-23 16:26:26,south,returned,5,184.4,0,922.0
ORD-000172,CUST-3500,2025-01-23 17:16:03,north,created,3,171.3,0,513.9
ORD-000181,CUST-2391,2025-01-24 01:54:55,south,shipped,3,184.58,10,543.74
ORD-000176,CUST-7022,2025-01-24 04:10:58,east,shipped,1,97.28,10,87.28
ORD-000179,CUST-2140,2025-01-24 05:09:55,north,created,2,148.09,5,291.18
ORD-000180,CUST-8432,2025-01-24 12:24:41,south,delivered,5,65.56,5,322.8
ORD-000178,CUST-6567,2025-01-24 12:46:49,north,shipped,2,79.22,0,158.44
ORD-000182,CUST-5458,2025-01-24 16:07:59,west,returned,5,26.69,0,133.45
ORD-000183,CUST-4531,2025-01-24 18:39:14,north,delivered,5,118.88,0,594.4
ORD-000177,CUST-1430,2025-01-24 22:10:22,east,created,4,213.61,10,844.44
ORD-000175,CUST-3535,2025-01-24 23:54:39,west,shipped,1,150.81,0,150.81
ORD-000185,CUST-1897,2025-01-25 00:16:47,south,delivered,2,107.89,10,205.78
ORD-000190,CUST-6321,2025-01-25 06:15:27,west,delivered,3,42.07,0,126.21
ORD-000192,CUST-6562,2025-01-25 08:04:01,east,shipped,4,219.57,15,863.28
ORD-000186,CUST-5742,2025-01-25 11:56:47,north,created,2,195.33,0,390.66
ORD-000187,CUST-3116,2025-01-25 13:50:34,south,delivered,4,190.55,0,762.2
ORD-000191,CUST-4986,2025-01-25 15:51:44,west,created,1,117.63,0,117.63
ORD-000188,CUST-1693,2025-01-25 15:52:56,north,returned,1,108.31,15,93.31
ORD-000193,CUST-9693,2025-01-25 18:34:00,south,delivered,1,134.96,0,134.96
ORD-000184,CUST-8972,2025-01-25 19:11:06,east,created,1,81.56,15,66.56
ORD-000189,CUST-8033,2025-01-25 20:52:36,west,returned,1,217.6,10,207.6
ORD-000194,CUST-5193,2025-01-26 07:10:56,south,shipped,2,70.52,0,141.04
ORD-000201,CUST-1641,2025-01-26 09:01:12,west,returned,1,133.57,0,133.57
ORD-000197,CUST-2215,2025-01-26 11:18:05,west,returned,5,28.2,10,131.0
ORD-000202,CUST-6962,2025-01-26 13:34:30,east,returned,5,137.85,0,689.25
ORD-000196,CUST-8682,2025-01-26 16:06:01,east,delivered,3,50.47,0,151.41
ORD-000199,CUST-1672,2025-01-26 16:22:27,south,delivered,4,151.38,15,590.52
ORD-000200,CUST-2013,2025-01-26 16:24:10,north,delivered,5,126.77,0,633.85
ORD-000195,CUST-9095,2025-01-26 16:53:31,west,delivered,1,56.63,15,41.63
ORD-000198,CUST-2257,2025-01-26 23:28:17,north,returned,1,28.37,0,28.37
ORD-000203,CUST-6482,2025-01-27 02:23:59,east,created,3,174.54,0,523.62
ORD-000207,CUST-9624,2025-01-27 03:24:09,west,delivered,2,172.48,15,329.96
ORD-000209,CUST-2264,2025-01-27 10:46:10,north,created,2,249.99,0,499.98
ORD-000205,CUST-6731,2025-01-27 11:17:42,west,shipped,1,151.94,0,151.94
ORD-000208,CUST-4509,2025-01-27 12:26:31,west,shipped,1,100.21,0,100.21
ORD-000211,CUST-3712,2025-01-27 15:56:06,north,returned,2,57.5,15,100.0
ORD-000206,CUST-6072,2025-01-27 20:20:59,west,delivered,5,181.58,0,907.9
ORD-000210,CUST-3147,2025-01-27 21:44:42,west,shipped,3,220.95,10,652.85
ORD-000212,CUST-8277,2025-01-27 22:13:51,east,returned,3,173.95,0,521.85
ORD-000204,CUST-5128,2025-01-27 23:54:17,south,delivered,5,174.42,0,872.1
ORD-000218,CUST-7797,2025-01-28 01:56:20,west,delivered,4,222.89,0,891.56
ORD-000216,CUST-9452,2025-01-28 04:32:21,east,created,5,234.56,15,1157.8
ORD-000219,CUST-7142,2025-01-28 08:10:30,north,delivered,2,105.75,0,211.5
ORD-000213,CUST-4178,2025-01-28 13:23:33,west,returned,5,71.2,5,351.0
ORD-000214,CUST-9641,2025-01-28 15:14:34,south,shipped,3,197.86,10,583.58
ORD-000217,CUST-3414,2025-01-28 15:55:40,north,shipped,2,79.11,10,148.22
ORD-000215,CUST-1854,2025-01-28 23:20:40,west,delivered,5,47.52,0,237.6
ORD-000224,CUST-9782,2025-01-29 00:35:54,south,shipped,1,211.62,5,206.62
ORD-000221,CUST-2298,2025-01-29 00:41:30,east,shipped,4,120.42,0,481.68
ORD-000220,CUST-1627,2025-01-29 10:26:41,west,shipped,3,200.97,0,602.91
ORD-000223,CUST-4906,2025-01-29 15:17:07,west,created,2,85.77,0,171.54
ORD-000222,CUST-9647,2025-01-29 15:24:36,north,delivered,2,143.97,15,272.94
ORD-000227,CUST-7116,2025-01-30 09:14:06,north,delivered,4,25.23,5,95.92
ORD-000232,CUST-4131,2025-01-30 10:25:01,east,created,3,23.61,15,55.83
ORD-000230,CUST-1605,2025-01-30 10:41:02,south,created,2,29.83,5,54.66
ORD-000229,CUST-3868,2025-01-30 16:54:59,west,shipped,1,97.79,0,97.79
ORD-000231,CUST-6080,2025-01-30 18:45:52,west,returned,2,223.16,0,446.32
ORD-000226,CUST-2108,2025-01-30 19:09:11,north,returned,1,138.02,0,138.02
ORD-000225,CUST-4941,2025-01-30 20:46:38,west,shipped,4,15.37,0,61.48
ORD-000228,CUST-2698,2025-01-30 21:11:11,east,shipped,1,96.03,15,81.03
ORD-000239,CUST-3621,2025-01-31 01:08:01,south,returned,5,203.26,15,1001.3
ORD-000237,CUST-8325,2025-01-31 01:32:31,east,returned,2,177.09,0,354.18
ORD-000236,CUST-5843,2025-01-31 11:09:33,west,returned,1,33.82,15,18.82
ORD-000240,CUST-7001,2025-01-31 13:11:07,west,created,1,44.66,0,44.66
ORD-000234,CUST-9151,2025-01-31 13:22:28,east,created,3,243.83,5,726.49
ORD-000241,CUST-7077,2025-01-31 13:32:40,west,created,5,51.06,5,250.3
ORD-000233,CUST-8159,2025-01-31 14:33:51,west,returned,3,44.25,0,132.75
ORD-000235,CUST-3956,2025-01-31 19:51:36,east,delivered,4,33.55,10,124.2
ORD-000238,CUST-2229,2025-01-31 23:12:40,west,delivered,3,165.28,0,495.84
ORD-000245,CUST-8292,2025-02-01 03:11:46,east,delivered,1,121.23,15,106.23
ORD-000246,CUST-5914,2025-02-01 05:44:04,south,delivered,1,144.25,0,144.25
ORD-000244,CUST-9047,2025-02-01 07:17:17,north,shipped,2,249.15,0,498.3
ORD-000247,CUST-3275,2025-02-01 08:37:09,west,created,5,67.7,0,338.5
ORD-000242,CUST-5566,2025-02-01 09:05:17,north,created,5,101.23,0,506.15
ORD-000243,CUST-2929,2025-02-01 09:31:51,east,returned,2,132.28,5,259.56
ORD-000253,CUST-5653,2025-02-02 02:52:16,east,shipped,3,237.66,10,702.98
ORD-000251,CUST-3981,2025-02-02 04:41:52,west,created,2,221.32,10,432.64
ORD-000252,CUST-3697,2025-02-02 05:53:49,east,shipped,1,136.75,0,136.75
ORD-000250,CUST-2215,2025-02-02 16:22:59,west,delivered,5,32.33,0,161.65
ORD-000249,CUST-8842,2025-02-02 19:08:23,west,returned,3,108.57,15,310.71
ORD-000248,CUST-3126,2025-02-02 22:16:49,north,created,5,149.49,5,742.45
ORD-000254,CUST-5961,2025-02-02 22:22:14,north,shipped,5,79.5,15,382.5
ORD-000256,CUST-5336,2025-02-02 23:42:24,south,returned,1,34.09,15,19.09
ORD-000255,CUST-3804,2025-02-02 23:59:01,east,created,5,236.28,0,1181.4
ORD-000258,CUST-7653,2025-02-03 10:49:45,west,created,2,204.1,15,393.2
ORD-000260,CUST-6231,2025-02-03 12:34:28,west,shipped,5,48.76,15,228.8
ORD-000259,CUST-8933,2025-02-03 16:54:35,south,delivered,1,52.15,5,47.15
ORD-000257,CUST-5745,2025-02-03 23:22:16,east,returned,4,223.91,10,885.64
ORD-000267,CUST-8060,2025-02-04 04:52:35,east,delivered,5,16.92,0,84.6
ORD-000262,CUST-1829,2025-02-04 10:33:58,west,returned,4,73.26,0,293.04
ORD-000269,CUST-9261,2025-02-04 16:23:48,east,created,5,82.82,5,409.1
ORD-000265,CUST-9281,2025-02-04 16:38:50,south,shipped,1,36.16,5,31.16
ORD-000261,CUST-4960,2025-02-04 16:59:01,north,delivered,5,146.99,0,734.95
ORD-000266,CUST-5609,2025-02-04 18:01:06,west,delivered,5,97.93,0,489.65
ORD-000264,CUST-8648,2025-02-04 18:09:33,east,returned,2,132.09,10,254.18
ORD-000268,CUST-1838,2025-02-04 20:45:47,south,delivered,4,101.0,5,399.0
ORD-000263,CUST-6364,2025-02-04 21:01:58,east,shipped,2,241.23,0,482.46
ORD-000270,CUST-6990,2025-02-05 05:15:09,south,returned,1,107.57,0,107.57
ORD-000272,CUST-3290,2025-02-05 11:56:27,east,shipped,2,157.47,10,304.94
ORD-000274,CUST-7035,2025-02-05 12:03:36,north,returned,5,85.45,0,427.25
ORD-000271,CUST-3245,2025-02-05 12:07:32,west,returned,5,24.46,0,122.3
ORD-000273,CUST-5902,2025-02-05 21:37:00,east,returned,4,247.79,15,976.16
ORD-000275,CUST-1436,2025-02-05 21:43:58,west,delivered,5,87.3,15,421.5
ORD-000277,CUST-2800,2025-02-06 06:56:46,north,returned,2,22.42,15,29.84
ORD-000278,CUST-4340,2025-02-06 14:56:28,west,created,3,113.41,5,335.23
ORD-000279,CUST-6325,2025-02-06 17:25:01,west,delivered,2,136.89,10,263.78
ORD-000282,CUST-4396,2025-02-06 17:48:14,east,returned,3,196.23,15,573.69
ORD-000280,CUST-6608,2025-02-06 19:53:21,east,delivered,2,123.02,10,236.04
ORD-000281,CUST-5571,2025-02-06 20:19:09,east,shipped,5,128.78,0,643.9
ORD-000276,CUST-9589,2025-02-06 22:54:07,west,shipped,1,152.13,0,152.13
ORD-000284,CUST-5758,2025-02-07 01:31:53,east,created,4,207.32,0,829.28
ORD-000288,CUST-8739,2025-02-07 03:39:38,south,created,1,112.13,15,97.13
ORD-000286,CUST-5450,2025-02-07 04:59:52,north,shipped,5,78.72,10,383.6
ORD-000291,CUST-1611,2025-02-07 06:22:26,west,shipped,5,69.57,15,332.85
ORD-000290,CUST-6262,2025-02-07 10:23:29,north,created,2,192.64,0,385.28
ORD-000283,CUST-5480,2025-02-07 10:28:41,north,returned,5,234.42,15,1157.1
ORD-000285,CUST-5201,2025-02-07 17:26:33,south,shipped,3,232.14,15,681.42
ORD-000287,CUST-4697,2025-02-07 23:13:36,south,created,2,26.93,10,43.86
ORD-000289,CUST-7666,2025-02-07 23:46:15,west,returned,5,244.81,0,1224.05
ORD-000292,CUST-5742,2025-02-08 01:21:50,north,delivered,4,200.17,0,800.68
ORD-000295,CUST-6523,2025-02-08 10:44:29,south,shipped,3,183.87,0,551.61
ORD-000294,CUST-2845,2025-02-08 12:02:23,south,returned,5,124.98,0,624.9
ORD-000293,CUST-5662,2025-02-08 16:32:32,west,shipped,5,156.65,0,783.25
ORD-000303,CUST-6927,2025-02-09 02:50:37,north,created,5,119.99,15,584.95
ORD-000296,CUST-7567,2025-02-09 03:28:22,south,shipped,4,136.09,0,544.36
ORD-000300,CUST-6095,2025-02-09 04:16:29,east,delivered,4,176.23,15,689.92
ORD-000304,CUST-9792,2025-02-09 05:27:21,south,delivered,5,227.18,0,1135.9
ORD-000301,CUST-8834,2025-02-09 05:34:38,west,delivered,5,66.9,0,334.5
ORD-000302,CUST-9806,2025-02-09 07:57:07,south,created,4,179.96,5,714.84
ORD-000297,CUST-1111,2025-02-09 09:29:41,west,shipped,4,91.05,0,364.2
ORD-000299,CUST-2936,2025-02-09 16:56:40,east,shipped,3,177.8,0,533.4
ORD-000298,CUST-5947,2025-02-09 21:12:24,north,delivered,4,192.13,0,768.52
ORD-000305,CUST-4365,2025-02-09 21:13:54,west,created,5,118.83,15,579.15
ORD-000307,CUST-6049,2025-02-10 00:47:33,west,delivered,5,28.57,5,137.85
ORD-000308,CUST-2196,2025-02-10 01:38:56,west,delivered,1,190.26,10,180.26
ORD-000312,CUST-9664,2025-02-10 04:38:11,south,created,2,248.32,5,491.64
ORD-000311,CUST-9835,2025-02-10 04:50:31,east,created,4,103.28,15,398.12
ORD-000317,CUST-1924,2025-02-10 05:06:07,east,shipped,4,70.07,0,280.28
ORD-000314,CUST-5516,2025-02-10 06:51:44,north,created,2,123.25,0,246.5
ORD-000315,CUST-4943,2025-02-10 07:30:11,north,created,4,159.51,0,638.04
ORD-000316,CUST-1797,2025-02-10 08:54:37,north,returned,5,22.89,10,104.45
ORD-000310,CUST-7887,2025-02-10 13:38:01,west,returned,4,57.3,0,229.2
